,customer_id,date,quantity,price
85,29,1997-05-30,1,32.45
86,29,1997-07-13,2,37.65
87,29,1997-07-13,2,26.74
88,29,1997-09-06,1,14.79
89,29,1997-11-02,3,35.97
90,29,1998-04-26,4,48.45
91,30,1997-01-01,1,14.37
92,30,1997-02-14,1,13.97
93,31,1997-01-01,4,59.06
94,31,1998-04-07,4,42.89
95,31,1998-04-09,3,38.06
96,31,1998-05-25,3,37.04
97,32,1997-01-01,3,49.97
98,32,1997-01-24,1,16.36
99,32,1998-03-11,1,11.88
100,33,1997-01-01,3,41.69
101,33,1997-01-21,2,29.92
102,33,1997-02-16,5,73.42
103,33,1997-05-02,2,40.74
104,33,1997-05-14,3,54.25
105,33,1997-06-01,1,14.96
106,33,1997-06-04,2,30.13
107,33,1997-08-29,2,35.69
108,33,1997-09-06,1,11.77
109,33,1997-10-02,3,45.47
110,33,1997-10-03,2,34.98
111,33,1997-10-05,3,54.97
112,33,1997-10-13,5,69.45
113,33,1997-10-19,3,48.97
114,33,1997-10-31,4,54.46
115,33,1997-11-06,5,66.45
116,33,1997-11-09,3,67.47
117,33,1997-11-10,1,13.99
118,33,1997-11-18,1,14.49
119,33,1997-11-23,4,55.96
120,33,1997-11-25,3,36.97
121,33,1998-01-13,3,36.97
122,33,1998-02-27,3,34.47
123,33,1998-03-05,4,35.35
124,33,1998-03-13,2,42.48
125,34,1997-01-01,2,23.14
126,35,1997-01-01,2,26.73
127,35,1997-09-27,1,15.49
128,36,1997-01-01,3,37.91
129,36,1997-02-03,1,11.77
130,37,1997-01-29,2,31.26
131,37,1997-03-06,2,29.13
132,37,1997-06-28,1,13.97
133,37,1997-08-16,1,14.37
134,37,1997-11-02,3,39.47
135,37,1998-05-13,2,27.48
136,38,1997-01-01,1,12.49
137,39,1997-01-01,3,33.33
138,39,1997-03-13,4,50.68
139,39,1997-05-14,2,28.93
140,39,1998-03-05,4,49.55
141,39,1998-03-11,2,58.96
142,40,1997-01-01,2,28.34
143,40,1997-03-08,1,13.97
144,40,1997-05-03,1,15.96
145,40,1997-08-30,1,14.96
146,40,1997-09-14,3,44.47
147,40,1997-09-14,1,13.99
148,40,1997-09-14,1,22.99
149,40,1997-10-25,2,25.98
150,40,1997-12-13,1,16.99
151,40,1997-12-14,4,54.96
152,40,1998-02-15,1,12.58
153,40,1998-02-15,1,2.99
154,40,1998-02-25,3,36.34
155,40,1998-03-08,1,14.42
156,41,1997-01-01,1,17.99
157,42,1997-01-01,3,26.55
158,42,1997-01-02,1,11.77
159,43,1997-01-01,2,29.33
160,43,1997-02-16,2,25.74
161,43,1997-03-01,1,10.77
162,43,1997-11-28,1,36.99
163,43,1998-05-24,1,14.49
164,44,1997-01-01,2,30.32
165,44,1997-01-04,1,14.37
166,44,1997-06-19,1,14.96
167,45,1997-01-01,1,14.37
168,46,1997-01-01,3,41.53
169,46,1997-01-25,4,60.11
170,46,1997-03-16,3,45.09
171,46,1997-08-09,4,58.07
172,46,1997-08-24,4,57.11
173,46,1997-10-02,2,26.98
174,46,1997-11-12,2,26.98
175,47,1997-01-01,3,37.91
176,47,1997-01-05,2,25.74
177,47,1997-01-26,3,44.97
178,47,1997-02-16,1,15.37
179,47,1997-02-23,2,30.92
180,47,1997-03-09,1,17.96
181,47,1997-03-09,1,4.79
182,47,1997-03-16,2,27.94
183,47,1997-04-06,1,13.97
184,47,1997-04-07,1,14.79
185,47,1997-04-19,1,19.97
186,47,1997-04-23,1,41.77
187,47,1997-06-15,1,19.99
188,47,1997-06-22,1,4.79
189,47,1997-08-09,1,9.99
190,47,1997-11-01,1,19.49
191,47,1998-02-25,1,12.99
192,47,1998-03-18,1,14.49
193,47,1998-03-22,2,22.98
194,47,1998-04-14,1,13.99
195,47,1998-06-06,1,12.99
196,48,1997-01-01,4,52.72
197,48,1997-01-26,4,73.5
198,48,1997-02-10,3,37.93
199,48,1997-03-23,1,12.49
200,48,1997-03-25,4,46.5
201,48,1997-06-09,2,29.92
202,48,1997-07-30,3,42.85
203,48,1997-08-15,1,15.36
204,48,1997-08-24,1,24.37
205,48,1997-10-14,1,25.49
206,48,1997-10-17,2,25.98
207,48,1997-10-20,1,20.99
208,48,1997-11-03,2,41.98
209,48,1997-11-11,3,42.47
210,48,1997-11-24,2,16.98
211,48,1997-12-04,1,9.49
212,48,1998-01-09,3,40.47
213,48,1998-03-22,3,51.47
214,48,1998-06-08,1,9.49
215,48,1998-06-13,2,29.48
216,49,1997-01-01,2,27.94
217,50,1997-01-01,1,6.79
218,51,1997-01-27,5,71.42
219,51,1997-07-07,8,111.93
220,51,1997-09-01,7,104.6
221,51,1997-11-29,5,53.95
222,51,1997-11-29,1,13.99
223,51,1997-12-01,1,11.49
224,52,1997-01-02,3,80.95
225,52,1997-01-06,2,23.14
226,52,1997-01-19,2,33.98
227,52,1997-01-22,2,27.74
228,52,1997-01-29,3,38.33
229,52,1997-05-18,4,59.84
230,52,1997-06-21,7,104.72
231,52,1998-05-08,2,76.98
232,53,1997-01-01,1,19.99
233,53,1997-08-19,1,14.37
234,53,1997-12-10,1,11.49
235,53,1998-01-27,1,11.88
236,53,1998-02-09,1,14.49
237,53,1998-05-04,1,13.99
238,54,1997-01-01,2,33.96
239,55,1997-01-01,5,66.09
240,55,1997-01-10,1,15.36
241,56,1997-01-01,2,27.73
242,56,1997-01-17,1,15.96
243,56,1997-06-01,2,21.54
244,56,1997-12-17,4,63.96
245,57,1997-01-01,4,57.86
246,58,1997-01-01,1,20.99
247,59,1997-01-01,1,13.99
248,59,1997-01-09,1,11.77
249,59,1997-01-25,1,10.77
250,60,1997-02-01,2,21.75
251,61,1997-01-01,11,155.65
252,62,1997-01-01,3,32.91
253,62,1997-01-17,1,17.96
254,62,1997-02-13,1,13.97
255,62,1997-03-08,2,24.54
256,62,1997-03-14,2,28.14
257,62,1997-05-14,2,14.55
258,62,1997-05-21,1,5.78
259,62,1997-08-27,1,15.36
260,62,1997-10-01,2,25.98
261,62,1997-10-16,1,15.99
262,62,1997-10-29,3,41.97
263,63,1997-01-01,3,44.97
264,63,1997-11-22,2,26.98
265,63,1998-04-18,2,24.48
266,63,1998-05-21,2,24.48
267,64,1997-01-03,1,11.77
268,64,1997-02-12,2,13.98
269,64,1997-05-12,1,11.77
270,64,1997-05-13,1,14.96
271,64,1997-07-22,1,15.36
272,64,1997-09-20,3,41.47
273,64,1997-11-04,3,53.47
274,64,1997-11-28,8,59.92
275,64,1997-12-30,3,41.97
276,64,1998-03-03,1,7.68
277,64,1998-04-11,2,35.48
278,64,1998-04-23,2,21.98
279,64,1998-06-25,3,37.56
280,65,1997-01-01,1,18.77
281,65,1998-02-16,2,35.98
282,65,1998-03-22,1,13.99
283,66,1997-01-01,1,39.99
284,67,1997-01-01,2,29.73
285,67,1997-01-08,1,29.99
286,67,1997-01-17,1,11.77
287,68,1997-01-01,2,40.36
288,69,1997-01-01,6,105.31
289,69,1997-01-04,8,111.77
290,70,1997-01-01,5,72.23
291,71,1997-01-01,1,13.97
292,72,1997-01-01,1,11.99
293,73,1997-01-01,1,13.97
294,73,1997-02-28,2,24.14
295,73,1997-03-16,4,56.46
296,74,1997-01-01,1,41.99
297,75,1997-01-01,5,69.81
298,76,1997-01-01,1,9.99
299,77,1997-01-01,1,12.97
300,78,1997-01-13,3,41.52
301,78,1998-04-23,4,53.74
302,79,1997-01-01,6,77.44
303,80,1997-01-01,4,43.46
304,81,1997-01-01,2,74.76
305,81,1997-01-10,2,56.36
306,81,1997-01-17,3,35.31
307,81,1997-02-02,2,27.76
308,81,1997-02-20,3,35.31
309,81,1997-03-05,1,14.99
310,81,1997-04-05,1,13.77
311,81,1997-05-24,1,14.96
312,81,1997-06-05,5,82.79
313,81,1997-06-09,1,7.78
314,81,1997-06-19,1,14.96
315,81,1997-07-22,1,11.97
316,81,1997-09-15,2,26.98
317,81,1997-09-27,1,12.99
318,82,1997-01-01,3,38.5
319,82,1997-04-19,3,48.5
320,82,1997-09-27,2,30.98
321,82,1997-11-23,3,43.97
322,82,1998-02-27,3,40.56
323,82,1998-04-10,3,40.29
324,83,1997-01-01,1,13.0
325,83,1997-01-26,3,47.69
326,83,1997-07-23,3,19.5
327,83,1998-04-18,1,21.49
328,84,1997-01-01,1,13.97
329,85,1997-01-03,3,26.31
330,86,1997-01-01,2,23.94
331,87,1997-01-01,7,103.37
332,87,1997-05-31,2,29.92
333,87,1997-07-31,3,45.28
334,87,1997-10-08,2,27.98
335,88,1997-02-24,1,14.99
336,88,1997-10-22,2,19.98
337,89,1997-01-01,3,47.08
338,89,1997-01-11,2,30.72
339,89,1997-01-29,2,30.72
340,89,1997-03-27,2,27.13
341,89,1997-04-11,1,20.97
342,89,1997-05-27,1,15.36
343,89,1997-07-30,4,60.67
344,89,1997-08-23,2,46.42
345,89,1997-10-17,2,27.48
346,89,1997-10-30,2,18.98
347,89,1997-12-05,3,39.97
348,89,1997-12-22,2,29.48
349,89,1997-12-26,3,31.97
350,89,1997-12-29,1,19.49
351,89,1998-01-23,2,34.98
352,89,1998-02-11,2,26.98
353,89,1998-02-27,1,22.49
354,89,1998-06-10,1,40.99
355,90,1997-01-01,1,12.9
356,90,1997-01-08,1,11.77
357,91,1997-01-01,2,32.54
358,92,1997-01-01,2,35.98
359,92,1997-04-16,1,17.36
360,93,1997-01-01,9,122.09
361,93,1997-01-03,5,97.24
362,94,1997-01-02,4,44.1
363,95,1997-01-03,3,53.53
364,95,1997-01-14,3,47.11
365,95,1997-01-24,5,91.26
366,95,1997-02-03,2,37.98
367,95,1997-02-08,1,27.77
368,95,1997-02-10,2,25.13
369,95,1997-02-17,1,19.77
370,95,1997-03-04,4,67.46
371,95,1997-03-25,2,42.73
372,95,1997-04-14,1,14.37
373,95,1997-04-27,2,29.33
374,95,1997-05-11,2,26.56
375,95,1997-05-11,2,30.32
376,95,1997-05-26,2,29.33
377,95,1997-06-10,1,11.77
378,95,1997-06-30,1,28.18
379,95,1997-08-25,4,66.46
380,95,1997-09-21,4,45.96
381,95,1997-12-09,6,90.94
382,95,1997-12-19,2,82.98
383,95,1998-01-10,3,42.47
384,95,1998-02-02,2,24.98
385,95,1998-02-08,8,109.24
386,95,1998-02-24,5,105.45
387,95,1998-03-16,6,82.42
388,95,1998-04-28,7,106.93
389,95,1998-05-07,3,59.97
390,95,1998-06-10,4,65.44
391,95,1998-06-24,4,49.43
392,96,1997-01-01,4,57.67
393,96,1997-02-09,4,61.91
394,96,1997-02-14,3,29.5
395,96,1997-02-22,1,96.99
396,96,1997-03-15,6,75.22
397,96,1997-04-08,3,49.94
398,96,1997-04-17,4,60.48
399,96,1997-06-24,1,12.97
400,96,1997-07-09,2,23.74
401,96,1997-08-03,7,102.21
402,96,1997-10-30,4,114.46
403,96,1997-11-18,5,234.45
404,96,1997-12-07,1,248.49
405,96,1998-01-02,4,68.46
406,96,1998-01-17,4,45.46
407,96,1998-02-24,2,28.37
408,96,1998-03-09,3,30.86
409,96,1998-05-07,4,54.85
410,96,1998-06-27,4,49.96
411,97,1997-01-01,6,91.57
412,97,1997-10-22,6,80.94
413,97,1998-02-08,4,128.87
414,97,1998-03-28,2,23.37
415,98,1997-01-01,2,46.14
416,98,1997-05-23,2,30.32
417,99,1997-01-01,2,25.94
418,99,1997-01-19,2,28.34
419,99,1997-04-24,2,28.93
420,99,1997-07-26,4,52.1
421,99,1997-10-11,2,24.98
422,99,1997-11-13,3,40.97
423,99,1997-12-16,1,65.99
424,100,1997-01-01,1,13.77
425,100,1997-12-11,1,12.49
426,100,1998-04-20,2,28.98
427,101,1997-01-18,2,23.54
428,102,1997-01-01,1,14.37
429,102,1997-02-10,1,25.99
430,102,1997-11-28,1,11.49
431,102,1998-03-01,4,105.62
432,103,1997-02-17,4,51.08
433,103,1997-04-06,2,29.75
434,103,1998-04-17,3,29.66
435,104,1997-01-01,1,14.96
436,105,1997-01-01,3,35.31
437,106,1997-01-01,2,31.52
438,106,1997-01-19,2,29.92
439,106,1997-06-26,2,30.72
440,106,1997-11-04,2,27.98
441,106,1997-12-30,1,36.99
442,106,1998-01-31,3,44.97
443,107,1997-01-01,1,21.99
444,108,1997-01-01,1,17.96
445,109,1997-01-12,5,71.89
446,109,1997-02-02,7,132.57
447,110,1997-01-01,2,27.94
448,111,1997-01-01,1,35.99
449,111,1997-01-11,1,32.99
450,111,1997-03-15,4,77.96
451,111,1997-04-16,3,59.3
452,111,1997-04-24,2,134.98
453,111,1997-06-23,1,91.92
454,111,1997-07-22,3,47.08
455,111,1997-07-26,2,71.96
456,111,1997-10-25,3,78.47
457,111,1997-12-06,3,83.47
458,111,1998-01-18,4,84.46
459,111,1998-02-15,4,123.96
460,111,1998-02-21,2,32.98
461,111,1998-02-26,2,23.06
462,111,1998-05-10,1,72.99
463,111,1998-06-20,3,55.47
464,112,1997-01-01,1,11.77
465,112,1997-02-05,1,11.77
466,113,1997-01-01,3,32.91
467,113,1998-03-04,1,15.27
468,113,1998-03-07,1,11.49
469,114,1997-01-01,1,16.36
470,114,1997-05-01,2,28.13
471,114,1997-09-08,1,22.97
472,114,1998-02-10,1,28.49
473,114,1998-02-11,2,28.98
474,115,1997-01-01,1,13.97
475,116,1997-01-01,1,12.77
476,117,1997-01-01,2,18.74
477,117,1997-08-31,2,24.74
478,117,1998-03-19,1,15.49
479,118,1997-01-01,1,15.36
480,118,1997-06-24,4,58.49
481,119,1997-01-01,3,41.69
482,120,1997-01-01,1,22.97
483,120,1997-02-22,1,14.96
484,120,1997-03-30,1,11.77
485,120,1997-05-17,1,42.32
486,120,1997-12-18,1,11.49
487,121,1997-01-01,1,12.49
488,122,1997-01-01,2,27.74
489,123,1997-01-01,1,31.99
490,124,1997-01-01,2,28.93
491,124,1997-09-13,2,28.48
492,124,1997-10-16,2,26.98
493,124,1997-11-02,2,25.98
494,124,1997-12-12,2,27.98
495,125,1997-01-01,3,37.47
496,125,1997-06-22,1,13.72
497,125,1997-10-17,1,12.99
498,125,1997-11-21,1,6.49
499,125,1998-02-09,1,11.49
500,125,1998-06-08,2,26.48
501,126,1997-01-03,1,9.77
502,126,1997-12-02,2,292.98
503,127,1997-01-01,3,39.71
504,128,1997-01-01,3,20.37
505,128,1997-01-09,1,12.49
506,128,1997-02-07,2,22.75
507,128,1997-08-03,1,12.25
508,129,1997-01-01,1,12.49
509,130,1997-01-01,1,14.37
510,130,1997-01-25,1,5.99
511,130,1997-02-08,3,42.89
512,130,1997-06-01,1,10.77
513,130,1997-07-01,1,5.99
514,130,1997-08-13,1,14.96
515,130,1997-11-08,1,12.99
516,130,1998-04-29,1,12.99
517,131,1997-01-01,2,30.32
518,132,1997-01-01,3,53.69
519,132,1997-02-27,5,54.65
520,132,1997-04-01,2,27.13
521,132,1997-06-16,4,57.45
522,132,1997-10-06,5,67.95
523,132,1998-05-11,3,41.56
524,133,1997-01-01,1,18.99
525,133,1997-01-27,1,14.37
526,133,1997-02-01,1,9.77
527,133,1997-03-02,1,15.99
528,133,1997-05-04,3,47.33
529,133,1997-06-21,3,59.74
530,133,1997-11-11,2,32.98
531,134,1997-01-01,1,17.9
532,134,1997-05-05,1,9.99
533,134,1998-01-08,1,21.49
534,135,1997-01-01,3,41.7
535,135,1997-01-01,3,42.69
536,136,1997-01-01,2,44.98
537,136,1997-11-26,2,36.98
538,137,1997-01-01,2,27.73
539,138,1997-01-01,1,14.99
540,139,1997-01-06,1,11.77
541,140,1997-01-01,1,28.7
542,140,1997-05-03,1,15.36
543,141,1997-01-01,1,19.97
544,141,1997-03-16,2,19.54
545,141,1997-04-16,1,22.77
546,141,1997-08-27,2,44.34
547,141,1997-10-24,1,5.49
548,141,1998-02-22,1,11.88
549,141,1998-05-07,2,23.76
550,142,1997-01-02,1,15.36
551,142,1997-01-13,3,49.97
552,142,1997-03-30,1,19.99
553,142,1998-02-19,1,12.58
554,142,1998-04-11,1,24.49
555,143,1997-01-01,1,12.49
556,143,1997-01-01,1,28.99
557,144,1997-01-01,2,30.72
558,145,1997-01-01,1,14.79
559,145,1997-01-02,1,11.77
560,145,1997-01-12,2,26.73
561,145,1997-01-30,2,20.75
562,145,1997-02-25,1,15.96
563,145,1997-03-12,2,29.93
564,145,1997-03-12,4,56.47
565,145,1997-03-14,3,28.54
566,145,1997-04-05,1,13.97
567,145,1997-05-02,2,30.32
568,145,1997-05-03,1,15.96
569,145,1997-05-26,1,13.97
570,145,1997-07-07,1,13.97
571,145,1997-08-15,2,27.13
572,145,1997-09-13,2,25.98
573,145,1997-10-31,1,12.99
574,145,1997-11-06,1,12.99
575,145,1997-11-19,3,55.97
576,145,1998-02-23,1,12.58
577,145,1998-02-26,2,24.46
578,145,1998-03-14,1,11.88
579,145,1998-05-06,1,17.48
580,145,1998-05-30,2,27.37
581,146,1997-01-01,1,13.97
582,147,1997-01-28,2,27.14
583,147,1997-02-24,3,62.1
584,147,1997-05-17,1,13.97
585,147,1997-09-15,1,12.99
586,147,1997-09-15,1,14.99
587,147,1997-11-09,2,29.48
588,147,1997-12-03,6,67.94
589,147,1997-12-13,4,59.46
590,148,1997-01-01,1,14.96
591,148,1997-02-16,1,9.77
592,148,1997-06-02,1,9.77
593,148,1997-11-04,1,11.49
594,148,1997-11-07,3,40.97
595,148,1998-02-22,2,29.91
596,148,1998-03-21,2,29.57
597,149,1997-01-01,4,54.87
598,149,1997-01-24,4,51.67
599,150,1997-01-01,1,15.36
600,151,1997-01-01,1,13.97
601,152,1997-01-01,6,102.0
602,152,1997-01-06,2,21.54
603,152,1997-01-26,2,23.54
604,152,1997-02-03,2,28.93
605,152,1997-10-28,3,43.97
606,152,1998-01-18,2,23.98
607,153,1997-01-01,1,6.79
608,154,1997-01-01,1,14.37
609,154,1997-05-29,1,14.96
610,154,1997-09-27,1,13.99
611,154,1997-11-06,1,13.99
612,154,1998-04-26,1,11.88
613,155,1997-01-01,1,23.99
614,156,1997-01-01,1,10.77
615,157,1997-01-01,2,27.94
616,157,1997-02-26,4,52.27
617,158,1997-01-01,3,43.05
618,159,1997-01-01,2,19.75
619,160,1997-01-01,2,19.74
620,161,1997-01-01,1,19.77
621,161,1997-01-19,1,13.97
622,161,1997-02-22,3,38.9
623,161,1997-04-27,2,25.14
624,161,1997-09-12,3,36.97
625,161,1997-12-11,3,32.47
626,161,1997-12-14,3,79.97
627,161,1997-12-22,1,51.99
628,161,1998-02-07,2,25.98
629,161,1998-03-17,4,54.77
630,161,1998-06-01,2,36.98
631,162,1997-01-01,2,119.54
632,163,1997-01-01,2,25.74
633,164,1997-01-05,2,25.73
634,164,1997-02-07,3,38.5
635,164,1997-03-14,2,29.33
636,164,1997-06-06,2,27.94
637,164,1997-07-15,1,14.96
638,164,1997-07-25,3,42.7
639,164,1997-12-16,3,41.97
640,164,1998-06-29,2,24.46
641,165,1997-01-01,1,7.78
642,165,1998-03-11,2,17.98
643,165,1998-06-01,1,8.99
644,166,1997-01-01,2,29.53
645,166,1997-11-30,2,16.48
646,166,1997-12-13,3,36.97
647,166,1997-12-21,2,17.98
648,166,1997-12-24,3,36.97
649,166,1998-02-24,1,11.49
650,166,1998-03-18,1,11.88
651,166,1998-05-27,1,11.88
652,167,1997-01-19,2,30.32
653,167,1997-01-21,1,13.77
654,167,1997-03-08,1,14.96
655,167,1997-06-14,2,24.95
656,167,1997-10-11,1,12.99
657,167,1997-10-30,1,59.49
658,167,1997-11-23,1,11.49
659,167,1997-12-10,1,18.49
660,168,1997-01-01,1,14.96
661,169,1997-01-01,1,11.77
662,170,1997-01-01,2,29.92
663,170,1998-01-27,3,44.47
664,171,1997-01-01,1,14.96
665,172,1997-01-01,5,50.95
666,173,1997-01-01,1,18.36
667,173,1998-04-03,3,31.47
668,174,1997-01-01,1,15.36
669,174,1997-01-06,1,21.37
670,175,1997-01-01,1,27.77
671,176,1997-01-01,1,11.77
672,177,1997-01-01,2,42.14
673,177,1997-01-01,1,22.77
674,177,1997-01-03,1,15.99
675,177,1997-01-03,3,44.72
676,177,1997-01-12,1,14.37
677,177,1997-01-17,1,14.37
678,177,1997-02-02,1,13.97
679,177,1997-02-02,1,14.37
680,177,1997-02-07,2,30.92
681,177,1997-02-10,1,15.96
682,177,1997-02-23,1,16.76
683,177,1997-03-10,1,14.37
684,177,1997-03-11,1,15.96
685,177,1997-03-19,1,11.77
686,177,1997-03-19,1,15.36
687,177,1997-03-26,1,14.96
688,177,1997-04-25,1,14.96
689,177,1997-05-27,1,8.97
690,177,1997-06-08,1,11.77
691,177,1997-06-22,1,14.96
692,177,1997-07-18,1,14.96
693,177,1997-08-03,1,14.96
694,177,1997-09-05,1,14.96
695,177,1997-09-05,1,15.36
696,177,1997-10-26,1,15.49
697,177,1997-11-01,1,14.99
698,177,1997-11-19,1,17.99
699,177,1997-12-02,1,31.49
700,177,1997-12-05,1,22.49
701,177,1998-01-03,1,11.49
702,177,1998-02-04,1,11.49
703,177,1998-05-13,1,14.99
704,178,1997-01-01,1,12.49
705,179,1997-01-01,1,16.36
706,179,1997-02-15,1,14.96
707,179,1997-03-08,2,24.94
708,179,1997-07-23,1,21.97
709,179,1997-07-28,1,12.25
710,179,1997-08-03,1,14.96
711,179,1997-08-03,2,16.76
712,179,1997-08-17,1,9.98
713,179,1997-09-24,2,19.98
714,179,1997-09-25,1,9.99
715,179,1998-02-24,1,11.88
716,180,1997-01-01,2,25.88
717,180,1997-08-28,3,36.71
718,181,1997-01-01,3,43.7
719,182,1997-01-01,1,26.77
720,182,1997-09-27,1,12.99
721,182,1997-12-15,3,41.97
722,182,1998-05-18,1,9.99
723,183,1997-01-01,1,9.99
724,184,1997-01-01,1,19.99
725,184,1998-05-18,1,11.88
726,185,1997-02-27,3,26.07
727,185,1997-03-22,1,14.79
728,185,1997-03-22,1,6.99
729,185,1998-03-27,3,39.36
730,185,1998-05-22,2,27.98
731,186,1997-01-02,1,16.96
732,186,1997-09-17,1,17.49
733,187,1997-01-01,2,31.32
734,187,1997-02-02,1,4.79
735,188,1997-01-01,1,13.77
736,189,1997-01-01,15,294.03
737,190,1997-01-01,1,15.36
738,191,1997-01-05,6,70.23
739,192,1997-01-01,1,10.77
740,192,1997-01-22,2,30.92
741,192,1997-03-22,2,28.93
742,192,1997-06-01,3,59.69
743,192,1997-07-14,1,14.96
744,192,1997-08-01,1,14.96
745,193,1997-01-01,2,27.94
746,194,1997-01-01,10,168.89
747,194,1997-01-11,6,86.89
748,195,1997-01-06,1,15.36
749,195,1997-10-11,1,9.49
750,195,1997-10-24,2,28.98
751,195,1997-10-25,1,11.49
752,195,1997-10-29,1,22.49
753,195,1997-11-01,1,11.49
754,195,1998-01-20,1,14.49
755,196,1997-01-01,2,25.54
756,197,1997-01-01,1,12.49
757,197,1997-03-02,1,12.49
758,197,1997-05-05,1,28.99
759,198,1997-01-01,1,15.76
760,199,1997-01-01,1,14.37
761,200,1997-01-01,3,39.93
762,200,1997-01-22,2,44.36
763,201,1997-01-01,1,14.96
764,201,1997-04-05,1,14.37
765,201,1997-10-18,1,9.49
766,201,1998-01-11,1,9.49
767,201,1998-04-28,1,24.99
768,202,1997-01-01,8,113.94
769,202,1997-01-02,2,32.52
770,203,1997-01-01,1,20.99
771,203,1997-02-27,1,13.97
772,203,1997-04-05,1,14.9
773,203,1997-07-24,1,13.97
774,204,1997-01-15,5,72.23
775,205,1997-01-01,1,12.49
776,205,1997-03-18,1,19.3
777,205,1997-05-13,1,19.3
778,205,1997-12-07,2,50.98
779,206,1997-01-01,1,17.99
780,207,1997-01-01,1,19.3
781,207,1997-03-22,1,34.99
782,207,1997-11-16,3,39.97
783,208,1997-01-11,5,63.25
784,208,1998-02-21,5,70.38
785,209,1997-01-19,4,66.26
786,209,1997-02-24,2,29.92
787,209,1997-03-15,1,19.99
788,210,1997-01-01,4,59.66
789,210,1998-03-26,2,26.37
790,211,1997-01-01,1,7.78
791,212,1997-01-01,1,14.37
792,213,1997-01-01,1,10.77
793,213,1997-01-19,1,11.77
794,214,1997-01-01,1,11.77
795,214,1997-01-03,3,44.73
796,214,1997-01-08,1,14.79
797,214,1997-01-25,2,23.54
798,214,1997-04-07,3,46.51
799,214,1997-05-22,3,40.91
800,214,1997-10-21,3,39.97
801,215,1997-01-01,1,11.77
802,216,1997-01-01,1,13.97
803,217,1997-01-01,2,57.54
804,217,1997-12-09,8,113.92
805,217,1998-01-29,1,12.58
806,217,1998-06-02,1,11.88
807,218,1997-02-06,4,57.48
808,219,1997-01-01,3,38.51
809,219,1997-05-17,3,35.51
810,220,1997-01-01,4,57.85
811,221,1997-01-01,1,12.49
812,222,1997-01-01,1,29.99
813,222,1997-02-21,1,15.36
814,222,1997-10-30,2,40.98
815,223,1997-01-01,3,47.93
816,224,1997-01-01,2,28.33
817,225,1997-01-01,2,24.98
818,225,1997-01-18,3,37.47
819,225,1997-02-27,1,6.79
820,225,1997-04-16,1,12.49
