CustomerID,Age,Education,Income,Occupation,Gender,Marital Status,Settlement Size
51,29,Unknown,84531,Unemployed,Male,Single,Small City
52,30,Unknown,180196,Management,Male,Single,Big City
53,25,Unknown,92058,Official,Male,Single,Big City
54,31,Unknown,117158,Official,Male,Single,Small City
55,57,University,135830,Official,Male,Single,Mid City
56,26,Unknown,58258,Unemployed,Male,Single,Small City
57,52,High School,202575,Management,Male,Single,Big City
58,31,High School,183657,Official,Female,Married,Mid City
59,23,High School,152267,Management,Female,Married,Mid City
60,23,High School,115240,Unemployed,Female,Married,Small City
61,27,High School,106955,Official,Male,Married,Big City
62,50,High School,123641,Official,Male,Single,Mid City
63,61,University,166410,Management,Male,Single,Mid City
64,25,Unknown,227385,Official,Male,Single,Big City
65,26,High School,118372,Official,Female,Married,Mid City
66,48,High School,148115,Official,Male,Single,Mid City
67,29,High School,111069,Official,Female,Married,Small City
68,22,High School,139780,Official,Male,Married,Small City
69,37,High School,106978,Official,Male,Single,Big City
70,25,High School,110019,Official,Female,Married,Big City
71,30,High School,169102,Official,Female,Married,Mid City
72,46,High School,73703,Unemployed,Male,Single,Small City
73,51,High School,141858,Management,Male,Single,Big City
74,41,University,135959,Unemployed,Female,Married,Small City
75,40,High School,140888,Management,Male,Single,Big City
76,66,University,157299,Management,Male,Single,Big City
77,34,High School,125187,Official,Male,Single,Mid City
78,51,High School,155486,Official,Male,Single,Big City
79,39,High School,151697,Unemployed,Male,Single,Small City
80,22,High School,126400,Official,Male,Married,Mid City
81,44,University,159246,Official,Female,Married,Big City
82,47,High School,136138,Official,Male,Single,Mid City
83,24,High School,84792,Unemployed,Female,Married,Small City
84,58,University,100210,Unemployed,Female,Married,Small City
85,52,High School,93706,Unemployed,Male,Single,Small City
86,29,High School,133783,Management,Female,Married,Mid City
87,27,High School,110064,Official,Female,Married,Big City
88,47,High School,241068,Official,Male,Single,Mid City
89,30,Unknown,149022,Management,Male,Single,Big City
90,28,Unknown,92973,Official,Male,Single,Big City
91,56,High School,110605,Official,Male,Single,Mid City
92,54,High School,116604,Official,Male,Single,Mid City
93,33,High School,71070,Unemployed,Female,Married,Small City
94,20,Unknown,128678,Official,Male,Single,Mid City
95,54,High School,165230,Official,Male,Single,Big City
96,58,University,268340,Official,Male,Single,Mid City
97,61,University,135070,Official,Female,Married,Mid City
98,34,High School,134794,Official,Male,Single,Big City
99,36,High School,120153,Official,Male,Single,Mid City
100,36,High School,195465,Management,Male,Single,Big City
101,41,High School,93372,Unemployed,Male,Married,Small City
102,24,Unknown,110446,Official,Male,Single,Small City
103,24,High School,95186,Official,Female,Married,Mid City
104,35,High School,115343,Official,Male,Single,Mid City
105,26,High School,107276,Official,Male,Married,Mid City
106,39,High School,244716,Management,Male,Single,Big City
107,39,High School,183108,Management,Male,Single,Big City
108,32,Unknown,152876,Official,Male,Single,Big City
109,30,High School,165147,Official,Female,Married,Small City
110,35,High School,140520,Official,Male,Married,Small City
111,31,High School,124203,Official,Male,Married,Mid City
112,23,High School,107205,Official,Female,Married,Mid City
113,28,Unknown,121432,Unemployed,Male,Single,Big City
114,25,High School,162445,Official,Female,Married,Small City
115,35,High School,134112,Official,Male,Married,Mid City
116,47,High School,131842,Official,Male,Single,Mid City
117,30,High School,189896,Management,Female,Married,Small City
118,27,High School,109099,Official,Female,Married,Big City
119,23,High School,153539,Official,Female,Married,Mid City
120,36,High School,180495,Management,Male,Married,Mid City
121,25,High School,104653,Official,Female,Married,Big City
122,41,University,166933,Management,Female,Married,Big City
123,24,Unknown,66118,Unemployed,Male,Single,Small City
124,63,University,135754,Official,Male,Single,Small City
125,27,High School,116103,Official,Female,Married,Big City
126,30,Unknown,104293,Official,Male,Single,Mid City
127,40,High School,71702,Unemployed,Male,Married,Small City
128,30,Unknown,99066,Official,Male,Single,Big City
129,34,High School,143979,Management,Male,Single,Big City
130,29,High School,123818,Official,Female,Married,Small City
131,24,High School,176714,Official,Female,Married,Big City
132,29,Unknown,149249,Official,Male,Single,Big City
133,27,Unknown,77535,Unemployed,Male,Single,Small City
134,47,High School,116540,Official,Male,Single,Mid City
135,21,High School,194728,Official,Female,Married,Small City
136,38,High School,109311,Official,Female,Married,Big City
137,27,Unknown,204723,Official,Male,Single,Big City
138,66,University,126003,Unemployed,Male,Single,Small City
139,35,High School,123109,Official,Male,Single,Mid City
140,44,University,108251,Unemployed,Female,Married,Small City
141,27,High School,89908,Unemployed,Male,Married,Small City
142,30,High School,176057,Management,Female,Married,Mid City
143,27,Unknown,144332,Management,Male,Single,Big City
144,22,Unknown,101185,Official,Male,Single,Mid City
145,23,High School,107406,Official,Female,Married,Big City
146,30,Unknown,140665,Official,Male,Single,Mid City
147,39,University,106461,Official,Female,Married,Small City
148,51,University,127825,Official,Female,Married,Small City
149,28,Unknown,133898,Official,Male,Single,Mid City
150,46,High School,152383,Official,Male,Single,Big City
151,42,High School,119926,Official,Male,Single,Small City
152,38,High School,108784,Official,Male,Single,Big City
153,24,Unknown,153286,Official,Male,Single,Mid City
154,29,High School,214204,Official,Female,Married,Big City
155,36,High School,208101,Management,Male,Single,Big City
156,20,High School,95355,Official,Female,Married,Mid City
157,48,High School,124156,Official,Male,Single,Mid City
158,45,University,72215,Unemployed,Male,Married,Small City
159,38,High School,146529,Official,Male,Single,Big City
160,34,High School,75343,Unemployed,Male,Single,Small City
161,36,High School,129789,Official,Male,Single,Mid City
162,30,High School,101153,Official,Female,Married,Mid City
163,36,High School,127833,Official,Male,Single,Big City
164,70,University,224998,Management,Male,Single,Big City
165,36,High School,124445,Official,Male,Single,Big City
166,32,Unknown,141116,Official,Male,Single,Mid City
167,33,High School,104276,Official,Female,Married,Big City
168,20,High School,147687,Official,Female,Married,Big City
169,25,High School,125168,Official,Female,Married,Mid City
170,31,High School,115369,Official,Male,Married,Big City
171,33,High School,95445,Official,Male,Single,Small City
172,26,High School,95159,Official,Female,Married,Mid City
173,34,High School,153031,Management,Female,Married,Big City
174,33,High School,108899,Official,Male,Single,Small City
175,26,Unknown,113515,Official,Male,Single,Mid City
176,53,University,211229,Management,Female,Married,Small City
177,42,University,121307,Official,Male,Married,Small City
178,52,High School,131727,Official,Male,Single,Big City
179,31,Unknown,133574,Management,Male,Single,Mid City
180,65,University,117334,Official,Male,Single,Small City
181,28,High School,177291,Official,Male,Married,Big City
182,30,High School,168763,Management,Male,Married,Mid City
183,40,High School,77720,Unemployed,Male,Single,Small City
184,50,High School,176645,Official,Male,Single,Big City
185,36,High School,106205,Official,Male,Single,Mid City
186,31,Unknown,97785,Official,Male,Single,Mid City
187,74,Graduate,214364,Management,Female,Married,Mid City
188,68,University,74525,Unemployed,Male,Single,Small City
189,20,High School,98988,Official,Male,Married,Small City
190,33,High School,133561,Official,Female,Married,Mid City
191,54,High School,217651,Management,Male,Single,Big City
192,34,High School,116525,Unemployed,Male,Single,Small City
193,36,High School,135302,Official,Male,Single,Big City
194,29,High School,106434,Official,Male,Married,Mid City
195,21,Unknown,128350,Official,Male,Single,Big City
196,34,High School,147626,Management,Female,Married,Big City
197,28,High School,102697,Official,Female,Married,Small City
198,27,High School,120262,Official,Female,Married,Small City
199,36,High School,124214,Official,Male,Single,Big City
200,40,High School,175223,Management,Male,Married,Mid City
201,52,High School,137467,Official,Male,Single,Small City
202,27,High School,65815,Unemployed,Male,Married,Small City
203,26,Unknown,129864,Official,Male,Single,Mid City
204,21,High School,88475,Official,Male,Married,Mid City
205,38,High School,74666,Unemployed,Male,Single,Small City
206,38,High School,222294,Management,Male,Single,Big City
207,43,High School,112878,Official,Male,Single,Small City
208,26,Unknown,103411,Official,Male,Single,Big City
209,21,High School,112868,Unemployed,Male,Married,Small City
210,55,High School,157940,Official,Male,Single,Big City
211,33,High School,115835,Official,Male,Single,Big City
212,45,University,109807,Unemployed,Female,Married,Small City
213,50,High School,150699,Official,Male,Single,Mid City
214,66,University,178967,Management,Male,Single,Small City
215,51,High School,132767,Official,Male,Single,Small City
216,39,University,86152,Unemployed,Female,Married,Small City
217,31,Unknown,114528,Official,Male,Single,Big City
218,23,Unknown,133912,Official,Male,Single,Mid City
219,24,High School,81210,Unemployed,Male,Married,Small City
220,64,Graduate,131242,Official,Female,Married,Small City
221,26,High School,68804,Unemployed,Male,Married,Small City
222,23,High School,96961,Official,Female,Married,Mid City
223,30,Unknown,90719,Official,Male,Single,Big City
224,32,Unknown,114116,Official,Male,Single,Mid City
225,30,Unknown,128639,Official,Male,Single,Mid City
226,27,Unknown,106623,Official,Male,Single,Mid City
227,27,Unknown,236264,Official,Male,Single,Mid City
228,53,High School,207783,Management,Male,Single,Mid City
229,22,Unknown,91739,Official,Male,Single,Mid City
230,22,Unknown,107780,Official,Male,Single,Big City
231,26,Unknown,139157,Official,Male,Single,Big City
232,51,High School,121751,Unemployed,Male,Single,Small City
233,35,High School,121974,Official,Male,Single,Small City
234,25,High School,70320,Unemployed,Male,Married,Small City
235,42,High School,78327,Unemployed,Male,Single,Small City
236,30,Unknown,131433,Management,Male,Single,Small City
237,23,Unknown,167076,Unemployed,Male,Single,Big City
238,61,University,130788,Unemployed,Male,Married,Small City
239,35,High School,107408,Official,Female,Married,Mid City
240,39,High School,115323,Official,Male,Single,Mid City
241,29,High School,99012,Official,Female,Married,Small City
242,51,High School,115996,Official,Male,Single,Mid City
243,24,Unknown,123353,Official,Male,Single,Mid City
244,27,High School,100008,Official,Female,Married,Small City
245,35,High School,125105,Unemployed,Female,Married,Small City
246,25,Unknown,92020,Official,Male,Single,Big City
247,52,High School,108365,Official,Male,Single,Big City
248,35,High School,112979,Official,Male,Single,Small City
249,26,Unknown,117221,Official,Male,Single,Mid City
250,22,High School,88800,Official,Female,Married,Big City
251,39,University,115099,Unemployed,Female,Married,Small City
252,46,University,113399,Unemployed,Female,Married,Small City
253,24,High School,115879,Official,Female,Married,Mid City
254,35,High School,141270,Official,Male,Single,Big City
255,24,Unknown,107633,Official,Male,Single,Mid City
256,27,Unknown,131751,Unemployed,Male,Single,Small City
257,35,High School,83687,Unemployed,Male,Single,Small City
258,29,High School,106828,Official,Male,Married,Big City
259,23,High School,135537,Official,Female,Married,Mid City
260,57,University,107142,Unemployed,Female,Married,Small City
261,27,Unknown,97446,Official,Male,Single,Mid City
262,55,University,126357,Official,Female,Married,Big City
263,36,High School,169617,Management,Male,Single,Mid City
264,57,University,108945,Unemployed,Female,Married,Small City
265,32,Unknown,67345,Unemployed,Male,Single,Small City
266,37,High School,106215,Official,Male,Single,Small City
267,36,High School,149237,Official,Male,Single,Small City
268,38,High School,112124,Official,Female,Married,Small City
269,45,University,215150,Management,Male,Married,Big City
270,25,Unknown,89534,Official,Male,Single,Mid City
271,32,Unknown,111082,Official,Male,Single,Big City
272,37,High School,137069,Official,Female,Married,Mid City
273,36,High School,244541,Management,Male,Single,Big City
274,28,Unknown,120712,Official,Male,Single,Mid City
275,34,High School,175367,Unemployed,Male,Married,Small City
276,32,Unknown,111418,Official,Male,Single,Mid City
277,26,High School,110913,Official,Female,Married,Small City
278,49,University,84267,Unemployed,Male,Married,Small City
279,32,High School,136886,Official,Female,Married,Big City
280,29,Unknown,144884,Management,Male,Single,Big City
281,23,Unknown,151180,Official,Male,Single,Mid City
282,50,High School,114997,Official,Male,Single,Mid City
283,49,High School,100961,Unemployed,Male,Single,Small City
284,63,University,124849,Official,Male,Single,Big City
285,37,High School,152308,Official,Male,Married,Big City
286,35,High School,167945,Unemployed,Female,Married,Mid City
287,26,Unknown,126706,Official,Male,Single,Big City
288,31,Unknown,210017,Management,Male,Single,Big City
289,49,University,125665,Official,Female,Married,Mid City
290,48,University,111184,Official,Male,Married,Mid City
291,26,High School,94134,Official,Male,Married,Small City
292,28,High School,214620,Management,Male,Married,Mid City
293,44,University,193816,Management,Female,Married,Mid City
294,56,High School,168714,Official,Male,Single,Mid City
295,46,University,202997,Management,Male,Married,Mid City
296,26,High School,192451,Official,Female,Married,Big City
297,20,High School,127928,Official,Female,Married,Big City
298,45,High School,78253,Unemployed,Male,Single,Small City
299,43,High School,118446,Official,Male,Single,Mid City
300,32,Unknown,161379,Official,Male,Single,Big City
301,54,University,56622,Unemployed,Female,Married,Small City
302,42,University,146117,Official,Female,Married,Mid City
303,37,High School,90418,Unemployed,Male,Single,Small City
304,49,High School,109053,Official,Male,Single,Small City
305,44,High School,219319,Official,Male,Single,Small City
306,33,High School,144701,Official,Male,Married,Mid City
307,24,High School,102425,Unemployed,Female,Married,Small City
308,33,High School,79867,Unemployed,Male,Married,Small City
309,24,High School,107114,Official,Female,Married,Big City
310,22,High School,62263,Unemployed,Male,Married,Small City
311,40,High School,92567,Unemployed,Male,Single,Small City
312,25,Unknown,146349,Official,Male,Single,Small City
313,26,High School,141825,Official,Female,Married,Mid City
314,25,High School,68582,Unemployed,Male,Married,Small City
315,29,Unknown,85476,Unemployed,Male,Single,Small City
316,31,Unknown,111091,Official,Male,Single,Big City
317,38,High School,67110,Unemployed,Male,Single,Small City
318,48,University,126154,Unemployed,Female,Married,Small City
319,32,Unknown,92257,Official,Male,Single,Big City
320,27,High School,93605,Unemployed,Female,Married,Small City
321,28,High School,165190,Management,Male,Married,Small City
322,32,High School,107195,Official,Male,Married,Small City
323,34,High School,145059,Management,Male,Single,Small City
324,28,Unknown,148363,Official,Male,Single,Small City
325,36,High School,105681,Official,Female,Married,Big City
326,39,High School,93732,Unemployed,Male,Single,Small City
327,49,High School,154778,Official,Male,Single,Big City
328,34,High School,149356,Official,Female,Married,Big City
329,31,Unknown,145670,Official,Male,Single,Mid City
330,28,Unknown,101589,Official,Male,Single,Big City
331,75,University,213333,Management,Male,Single,Mid City
332,30,High School,122420,Official,Female,Married,Small City
333,24,High School,209856,Management,Female,Married,Mid City
334,24,High School,181003,Unemployed,Female,Married,Small City
335,23,Unknown,117804,Official,Male,Single,Mid City
336,44,University,160650,Management,Male,Married,Mid City
337,23,High School,84611,Unemployed,Female,Married,Small City
338,24,High School,98479,Official,Female,Married,Big City
339,28,Unknown,122359,Official,Male,Single,Big City
340,31,High School,81394,Unemployed,Male,Married,Small City
341,24,High School,150372,Official,Female,Married,Mid City
342,26,High School,92385,Unemployed,Female,Married,Small City
343,25,High School,149851,Official,Male,Married,Big City
344,33,High School,167939,Management,Male,Single,Mid City
345,37,High School,115426,Unemployed,Male,Single,Small City
346,43,University,85402,Unemployed,Female,Married,Small City
347,23,Unknown,95815,Official,Male,Single,Big City
348,23,High School,97518,Unemployed,Female,Married,Small City
349,34,High School,87355,Unemployed,Male,Single,Small City
350,32,Unknown,145933,Official,Male,Single,Mid City
351,23,High School,97307,Official,Female,Married,Small City
352,29,High School,108434,Official,Female,Married,Big City
353,38,High School,151312,Management,Male,Single,Mid City
354,28,Unknown,141847,Official,Male,Single,Mid City
355,46,High School,130675,Official,Male,Single,Big City
356,23,Unknown,69309,Unemployed,Male,Single,Small City
357,49,High School,121466,Official,Male,Single,Big City
358,26,Unknown,153586,Management,Male,Single,Big City
359,28,High School,92849,Official,Male,Married,Small City
360,23,High School,108539,Official,Female,Married,Big City
361,61,University,129556,Official,Male,Single,Big City
362,37,High School,170146,Management,Male,Single,Small City
363,36,High School,135383,Official,Female,Married,Mid City
364,21,High School,96769,Official,Male,Married,Big City
365,25,Unknown,43684,Unemployed,Male,Single,Small City
366,36,High School,103521,Official,Male,Single,Small City
367,27,Unknown,118499,Official,Male,Single,Mid City
368,22,High School,119684,Official,Female,Married,Big City
369,42,High School,126586,Official,Male,Single,Mid City
370,40,University,136812,Official,Female,Married,Big City
371,36,High School,118277,Official,Male,Single,Mid City
372,33,High School,144597,Official,Male,Single,Mid City
373,23,High School,106043,Official,Female,Married,Small City
374,63,University,272314,Management,Male,Single,Big City
375,60,University,309364,Management,Female,Married,Big City
376,37,High School,170386,Official,Female,Married,Mid City
377,34,High School,112458,Official,Male,Married,Small City
378,36,High School,96840,Official,Male,Single,Mid City
379,57,University,281923,Management,Male,Single,Mid City
380,52,University,95551,Unemployed,Female,Married,Small City
381,39,High School,112347,Official,Male,Single,Big City
382,38,High School,260977,Management,Female,Married,Big City
383,25,High School,99354,Official,Female,Married,Small City
384,26,Unknown,111509,Official,Male,Single,Big City
385,26,Unknown,105252,Unemployed,Male,Single,Small City
386,25,High School,108522,Official,Female,Married,Small City
387,21,High School,94655,Official,Female,Married,Mid City
388,40,High School,201699,Management,Male,Single,Mid City
389,27,Unknown,139868,Official,Male,Single,Big City
390,27,High School,102543,Official,Female,Married,Mid City
391,30,High School,134467,Management,Male,Married,Big City
392,19,High School,111187,Unemployed,Female,Married,Small City
393,39,High School,152302,Management,Male,Single,Mid City
394,31,High School,110610,Official,Female,Married,Big City
395,31,Unknown,137827,Management,Male,Single,Big City
396,32,Unknown,220923,Official,Male,Single,Big City
397,55,University,165717,Management,Female,Married,Big City
398,46,University,122299,Official,Male,Married,Small City
399,46,University,120499,Official,Male,Married,Small City
400,43,University,126449,Unemployed,Female,Married,Small City
401,39,High School,108315,Official,Male,Married,Big City
402,28,High School,112515,Official,Male,Married,Mid City
403,27,Unknown,164559,Official,Male,Single,Mid City
404,27,Unknown,59238,Unemployed,Male,Single,Small City
405,43,High School,131133,Official,Male,Single,Small City
406,22,High School,109188,Official,Male,Married,Small City
407,43,High School,115393,Official,Male,Single,Mid City
408,27,High School,94711,Official,Male,Married,Big City
409,26,High School,171860,Management,Male,Married,Small City
410,28,High School,139414,Official,Male,Married,Big City
411,20,High School,110931,Official,Female,Married,Mid City
412,35,High School,187549,Management,Male,Single,Big City
413,42,High School,145508,Management,Male,Single,Small City
414,40,High School,104240,Unemployed,Male,Single,Small City
415,35,High School,108272,Official,Female,Married,Mid City
416,35,High School,144004,Official,Male,Single,Big City
417,33,High School,81083,Unemployed,Male,Single,Small City
418,23,High School,166763,Official,Female,Married,Mid City
419,31,High School,175530,Management,Female,Married,Mid City
420,33,High School,112422,Official,Female,Married,Mid City
421,20,High School,154134,Official,Female,Married,Big City
422,30,Unknown,112401,Official,Male,Single,Mid City
423,47,High School,85690,Unemployed,Male,Single,Small City
424,34,High School,145896,Management,Male,Single,Big City
425,25,High School,122552,Official,Female,Married,Big City
426,21,High School,115494,Official,Male,Married,Big City
427,29,Unknown,109467,Official,Male,Single,Small City
428,46,High School,148226,Official,Male,Single,Big City
429,20,Unknown,88559,Official,Male,Single,Mid City
430,55,University,62393,Unemployed,Female,Married,Small City
431,74,University,122133,Unemployed,Male,Single,Small City
432,29,Unknown,230883,Management,Male,Single,Big City
433,36,High School,136689,Management,Male,Single,Big City
434,33,High School,109145,Official,Male,Married,Small City
435,25,Unknown,100449,Official,Male,Single,Big City
436,25,High School,106253,Official,Male,Married,Small City
437,23,High School,84747,Unemployed,Male,Married,Small City
438,37,High School,149465,Official,Female,Married,Mid City
439,65,University,84435,Unemployed,Male,Single,Small City
440,26,High School,51681,Unemployed,Female,Married,Small City
441,39,High School,139198,Management,Male,Single,Mid City
442,30,High School,106577,Official,Female,Married,Mid City
443,29,Unknown,117372,Official,Male,Single,Big City
444,41,High School,69609,Unemployed,Male,Single,Small City
445,30,High School,178947,Management,Female,Married,Big City
446,41,University,81743,Unemployed,Female,Married,Small City
447,34,High School,111900,Official,Female,Married,Mid City
448,35,High School,121650,Official,Male,Single,Small City
449,55,University,172639,Management,Female,Married,Big City
450,61,University,175740,Official,Male,Married,Mid City
451,30,Unknown,220050,Management,Male,Single,Big City
452,29,High School,95200,Official,Female,Married,Mid City
453,34,High School,113609,Official,Male,Single,Mid City
454,35,High School,143552,Management,Male,Single,Big City
455,31,Unknown,130973,Official,Male,Single,Big City
456,29,High School,145946,Management,Female,Married,Big City
457,36,High School,126206,Official,Male,Single,Mid City
458,35,High School,120426,Official,Male,Single,Small City
459,27,High School,91925,Official,Female,Married,Big City
460,32,Unknown,129630,Official,Male,Single,Big City
461,37,High School,124268,Official,Male,Single,Big City
462,36,High School,105240,Official,Male,Single,Mid City
463,34,High School,162180,Management,Female,Married,Small City
464,38,High School,106552,Official,Male,Single,Big City
465,34,High School,105843,Official,Male,Single,Big City
466,63,University,138327,Official,Male,Single,Mid City
467,29,High School,76154,Unemployed,Female,Married,Small City
468,32,Unknown,155012,Official,Male,Single,Mid City
469,26,High School,114369,Official,Female,Married,Mid City
470,35,High School,102839,Unemployed,Male,Single,Small City
471,22,High School,132796,Official,Male,Married,Small City
472,23,High School,89742,Official,Female,Married,Big City
473,28,Unknown,58615,Unemployed,Male,Single,Small City
474,36,High School,130603,Management,Male,Single,Big City
475,33,High School,110340,Official,Male,Married,Small City
476,26,High School,117729,Official,Female,Married,Big City
477,24,Unknown,130808,Official,Male,Single,Small City
478,25,Unknown,147402,Official,Male,Single,Big City
479,39,High School,93567,Unemployed,Male,Single,Small City
480,44,High School,109289,Official,Male,Single,Mid City
481,23,High School,98742,Unemployed,Female,Married,Small City
482,26,Unknown,101270,Official,Male,Single,Small City
483,57,University,187835,Official,Female,Married,Mid City
484,30,High School,140741,Official,Female,Married,Small City
485,44,High School,133265,Official,Male,Single,Big City
486,47,High School,148100,Management,Male,Single,Big City
487,52,High School,131021,Official,Male,Single,Big City
488,62,University,152620,Official,Female,Married,Big City
489,35,High School,85033,Unemployed,Male,Single,Small City
490,26,Unknown,114514,Official,Male,Single,Mid City
491,26,Unknown,99307,Official,Male,Single,Mid City
492,42,University,219451,Management,Female,Married,Big City
493,27,High School,114007,Official,Female,Married,Small City
494,38,High School,102846,Official,Male,Single,Small City
495,39,High School,81483,Unemployed,Male,Single,Small City
496,20,High School,107779,Official,Male,Married,Big City
497,29,Unknown,222360,Management,Male,Single,Big City
498,40,High School,107125,Official,Male,Single,Small City
499,32,High School,80080,Unemployed,Male,Married,Small City
500,28,High School,129600,Official,Male,Married,Small City
501,27,High School,118613,Official,Female,Married,Mid City
502,42,High School,146237,Official,Male,Single,Mid City
503,49,University,144461,Official,Male,Married,Big City
504,38,High School,124487,Official,Male,Single,Small City
505,24,High School,97826,Official,Female,Married,Small City
506,27,Unknown,64105,Unemployed,Male,Single,Small City
507,36,High School,156374,Official,Male,Single,Big City
508,34,High School,205383,Management,Male,Single,Big City
509,28,High School,98964,Official,Male,Married,Big City
510,45,High School,221842,Management,Male,Single,Big City
511,26,Unknown,88027,Official,Male,Single,Big City
512,32,Unknown,160513,Management,Male,Single,Big City
513,26,Unknown,124536,Official,Male,Single,Big City
514,20,High School,93634,Official,Male,Married,Small City
515,54,High School,124725,Official,Male,Single,Small City
516,37,High School,102456,Official,Female,Married,Small City
517,40,High School,74975,Unemployed,Male,Single,Small City
518,23,High School,153861,Official,Female,Married,Mid City
519,43,High School,119351,Official,Male,Single,Big City
520,36,High School,95438,Official,Male,Single,Big City
521,44,High School,147967,Official,Male,Single,Big City
522,24,High School,116863,Official,Female,Married,Mid City
523,53,High School,170622,Official,Male,Single,Mid City
524,23,High School,132426,Official,Female,Married,Mid City
525,26,High School,77519,Unemployed,Female,Married,Small City
526,30,Unknown,169405,Official,Male,Single,Big City
527,31,High School,120030,Official,Female,Married,Small City
528,42,High School,77933,Unemployed,Male,Single,Small City
529,31,High School,109892,Official,Male,Married,Mid City
530,41,High School,69062,Unemployed,Male,Single,Small City
531,32,Unknown,116348,Official,Male,Single,Small City
532,28,High School,137188,Official,Female,Married,Mid City
533,41,High School,110199,Official,Male,Married,Small City
534,26,High School,109890,Official,Male,Married,Mid City
535,25,Unknown,109751,Official,Male,Single,Big City
536,33,High School,129651,Official,Male,Married,Mid City
537,75,Graduate,170113,Management,Female,Married,Mid City
538,37,High School,140285,Official,Female,Married,Mid City
539,42,High School,198029,Management,Male,Single,Big City
540,45,University,120262,Unemployed,Female,Married,Small City
541,23,High School,105137,Official,Male,Married,Mid City
542,60,University,127371,Official,Male,Single,Small City
543,31,Unknown,145689,Official,Male,Single,Small City
544,34,High School,102617,Unemployed,Male,Single,Mid City
545,61,University,90709,Unemployed,Male,Single,Small City
546,43,High School,107099,Official,Male,Single,Mid City
547,37,High School,116021,Official,Female,Married,Big City
548,32,Unknown,100426,Official,Male,Single,Big City
549,24,High School,62249,Unemployed,Female,Married,Small City
550,35,High School,172957,Official,Male,Single,Mid City
551,23,High School,95003,Official,Female,Married,Mid City
552,45,High School,109698,Unemployed,Male,Single,Small City
553,34,High School,157376,Official,Male,Married,Small City
554,27,Unknown,123191,Official,Male,Single,Big City
555,67,Graduate,171052,Management,Female,Married,Small City
556,22,Unknown,99328,Official,Male,Single,Small City
557,28,High School,133799,Official,Female,Married,Big City
558,29,High School,138256,Official,Female,Married,Big City
559,27,Unknown,115638,Official,Male,Single,Small City
560,31,Unknown,82238,Unemployed,Male,Single,Small City
561,49,High School,127543,Official,Male,Single,Mid City
562,24,Unknown,63987,Unemployed,Male,Single,Small City
563,29,High School,114784,Official,Female,Married,Small City
564,37,High School,217450,Official,Male,Single,Mid City
565,37,High School,173751,Management,Male,Single,Big City
566,23,High School,122850,Official,Female,Married,Small City
567,36,High School,104953,Official,Male,Married,Small City
568,34,High School,152371,Official,Male,Single,Mid City
569,41,High School,139905,Official,Male,Single,Small City
570,31,High School,156700,Official,Female,Married,Mid City
571,23,High School,86488,Unemployed,Female,Married,Small City
572,38,High School,147472,Official,Male,Single,Small City
573,26,High School,169991,Management,Female,Married,Small City
574,22,High School,62381,Unemployed,Female,Married,Small City
