CustomerID,InvoiceNo,UnitPrice,Quantity,InvoiceDate,Country
26,1052,11.921377678454867,24.0,2022-04-27,Antarctica (the territory South of 60 deg S)
27,1053,9.646632480289853,25.0,2022-06-17,Bulgaria
27,1054,10.32734895078529,25.0,2022-05-30,French Southern Territories
28,1055,12.317243240827294,26.0,2022-01-03,Australia
28,1056,7.218928529692171,38.0,2022-03-19,Austria
29,1057,6.517229174980871,34.0,2022-07-02,Saint Martin
29,1058,13.135195321857399,24.0,2022-04-12,Burundi
30,1059,8.748669700891185,28.0,2022-07-14,Slovenia
30,1060,7.7861231238232484,38.0,2022-11-20,Spain
31,1061,8.960400575084265,37.0,2022-11-12,Bangladesh
31,1062,8.775463434604015,33.0,2022-03-02,Myanmar
32,1063,9.698370654868194,31.0,2022-11-28,Israel
32,1064,8.825253582270383,34.0,2022-02-01,Latvia
33,1065,10.371970032698446,33.0,2022-12-03,Kiribati
33,1066,7.377357888530055,38.0,2022-05-11,Saudi Arabia
34,1067,9.088597614467838,36.0,2022-04-15,Finland
34,1068,10.148366316491849,28.0,2022-08-18,Lao People's Democratic Republic
35,1069,8.230363365720079,33.0,2022-03-22,Yemen
35,1070,12.997863867047018,22.0,2022-01-02,Guinea
36,1071,11.968868786315769,21.0,2022-12-30,Iceland
36,1072,10.690624732428835,30.0,2022-07-25,Tanzania
37,1073,9.384398065384751,29.0,2022-06-13,Senegal
37,1074,12.546900159713816,28.0,2022-07-22,Montserrat
38,1075,7.593239622251021,36.0,2022-08-24,Seychelles
38,1076,9.895247612505441,35.0,2022-06-23,Trinidad and Tobago
39,1077,12.247539940804511,17.0,2022-07-01,Heard Island and McDonald Islands
39,1078,11.741614480753732,25.0,2022-03-27,Paraguay
40,1079,9.890040866163064,32.0,2022-10-02,Algeria
40,1080,8.108954193296478,31.0,2022-01-11,Sao Tome and Principe
41,1081,10.002126728594673,28.0,2022-10-28,Ghana
41,1082,10.883089342551166,20.0,2022-11-13,New Zealand
42,1083,3.9248361309951143,46.0,2022-07-14,Grenada
42,1084,10.34484762358144,33.0,2022-10-27,Botswana
43,1085,8.660749561530816,31.0,2022-04-06,Malawi
43,1086,9.402653152591055,41.0,2022-06-03,Nepal
44,1087,8.497826333457006,29.0,2022-05-25,Vietnam
44,1088,9.281561677079313,31.0,2022-09-16,France
45,1089,12.17696555025374,30.0,2022-09-20,Mayotte
45,1090,8.013537371255921,37.0,2022-05-21,Djibouti
46,1091,12.304808178832902,27.0,2022-05-31,Saudi Arabia
46,1092,7.345603860890587,38.0,2022-06-02,Tajikistan
47,1093,10.93883080452742,31.0,2022-10-11,Burundi
47,1094,11.098607497630303,26.0,2022-11-17,Tajikistan
48,1095,9.865128437598683,28.0,2022-08-08,Solomon Islands
48,1096,8.26883800401275,31.0,2022-03-24,Congo
49,1097,9.878387882843837,30.0,2022-12-23,Marshall Islands
49,1098,11.906943858545075,29.0,2022-11-12,Haiti
50,1099,11.947552844548706,22.0,2022-05-11,Niger
50,1100,7.110842445664561,37.0,2022-04-09,Wallis and Futuna
51,1101,10.39264447913016,37.0,2022-12-20,Fiji
51,1102,11.990938959568076,26.0,2022-09-11,Cote d'Ivoire
52,1103,9.412174085764317,27.0,2022-11-19,Malta
52,1104,10.86279630891976,32.0,2022-05-23,Norway
53,1105,11.343923511188967,33.0,2022-09-07,Colombia
53,1106,7.438492445821379,35.0,2022-09-03,Wallis and Futuna
54,1107,8.886719251865225,33.0,2022-04-04,Kazakhstan
54,1108,10.534949215441841,20.0,2022-03-07,El Salvador
55,1109,9.936194614169715,30.0,2022-02-05,Mongolia
55,1110,10.540712132808787,29.0,2022-12-22,Haiti
56,1111,9.326905185898545,34.0,2022-09-19,Dominican Republic
56,1112,7.978715121837023,35.0,2022-11-20,Comoros
57,1113,13.967095451334924,23.0,2022-05-13,Comoros
57,1114,9.172030589859343,23.0,2022-10-26,Niger
58,1115,8.851952537977164,25.0,2022-11-30,Sao Tome and Principe
58,1116,9.903697727750805,36.0,2022-12-15,Montserrat
59,1117,5.788497169330026,37.0,2022-12-29,British Indian Ocean Territory (Chagos Archipelago)
59,1118,8.690147772522105,29.0,2022-01-16,Hungary
60,1119,13.402791680085112,18.0,2022-11-14,Jersey
60,1120,12.90422580281221,23.0,2022-11-02,Slovenia
61,1121,9.882136052332578,29.0,2022-07-21,Algeria
61,1122,9.088463672547695,27.0,2022-04-03,Martinique
62,1123,8.428104124471325,28.0,2022-01-18,Antigua and Barbuda
62,1124,7.909504322637956,34.0,2022-04-16,Isle of Man
63,1125,10.41980250136145,23.0,2022-01-23,Liechtenstein
63,1126,9.646620103795051,35.0,2022-12-24,Italy
64,1127,8.633007085414484,25.0,2022-04-11,Tunisia
64,1128,5.973883994008892,36.0,2022-07-26,Greece
65,1129,9.492083426287909,35.0,2022-03-25,Antigua and Barbuda
65,1130,8.928957320207834,33.0,2022-01-14,Tajikistan
66,1131,13.524466625395773,27.0,2022-12-25,Latvia
66,1132,6.304768039948399,42.0,2022-08-04,Thailand
67,1133,6.343128202633579,36.0,2022-08-17,Central African Republic
67,1134,10.986434762341302,20.0,2022-01-12,Iran
68,1135,12.280526880294946,25.0,2022-09-21,Tonga
68,1136,11.333896351788223,25.0,2022-09-12,Slovenia
69,1137,5.321753655258031,46.0,2022-02-12,Botswana
69,1138,9.605217615951814,40.0,2022-05-16,Saint Pierre and Miquelon
70,1139,11.793077304362862,22.0,2022-04-25,Latvia
70,1140,6.750062965721049,37.0,2022-11-07,Mexico
71,1141,9.355544874432722,37.0,2022-01-27,Wallis and Futuna
71,1142,9.394167109655477,33.0,2022-03-30,Belize
72,1143,12.111066818304545,29.0,2022-08-11,Gambia
72,1144,8.091361314858936,27.0,2022-09-29,Mauritius
73,1145,13.065302122370976,24.0,2022-05-03,Micronesia
73,1146,8.180404197316962,34.0,2022-08-05,Vietnam
74,1147,6.979597315851162,40.0,2022-05-22,Jersey
74,1148,9.132236820814144,33.0,2022-04-23,South Africa
75,1149,11.26245175348891,35.0,2022-01-15,Madagascar
75,1150,10.340376304134882,25.0,2022-12-29,Netherlands
76,1151,8.327445043944934,30.0,2022-10-25,Poland
76,1152,7.84443192883887,32.0,2022-01-02,Bolivia
77,1153,7.636087468882527,33.0,2022-08-07,Romania
77,1154,10.774263519791614,30.0,2022-01-15,Slovakia (Slovak Republic)
78,1155,10.196307054545596,32.0,2022-11-22,Denmark
78,1156,10.771861945923224,26.0,2022-12-29,Bulgaria
79,1157,12.302947372874883,26.0,2022-06-10,Serbia
79,1158,13.433209999930774,20.0,2022-05-19,Samoa
80,1159,10.973934580189587,32.0,2022-04-20,Tunisia
80,1160,10.323803850672116,35.0,2022-12-14,Gabon
81,1161,9.709823424898572,29.0,2022-08-08,Zimbabwe
81,1162,7.889162729623452,21.0,2022-09-02,Saint Barthelemy
82,1163,8.303895325355992,34.0,2022-12-18,British Virgin Islands
82,1164,9.435852451685726,35.0,2022-09-18,North Macedonia
83,1165,13.371484523110972,19.0,2022-10-05,Nigeria
83,1166,6.848687267528474,34.0,2022-07-14,Mauritius
84,1167,9.33471625617155,41.0,2022-03-29,Niger
84,1168,10.22550222347329,34.0,2022-08-26,Malawi
85,1169,10.537983145393206,27.0,2022-01-06,Slovenia
85,1170,8.581985492977264,35.0,2022-01-24,United Arab Emirates
86,1171,8.019910162345376,24.0,2022-02-17,Saudi Arabia
86,1172,8.916628880865414,34.0,2022-04-15,Libyan Arab Jamahiriya
87,1173,9.438581078478675,29.0,2022-02-12,Russian Federation
87,1174,12.709222562909163,27.0,2022-05-16,Ukraine
88,1175,8.466523730399464,31.0,2022-05-05,United States Virgin Islands
88,1176,8.917109467367014,27.0,2022-11-09,Afghanistan
89,1177,10.117192702630353,28.0,2022-10-05,Kazakhstan
89,1178,10.400410246627704,36.0,2022-12-27,Paraguay
90,1179,10.350403203389126,21.0,2022-05-26,Libyan Arab Jamahiriya
90,1180,10.866320410044827,33.0,2022-12-02,Oman
91,1181,11.043352760519458,32.0,2022-02-12,Bangladesh
91,1182,10.262741232170882,23.0,2022-09-24,Greenland
92,1183,8.766031502711572,33.0,2022-11-01,Georgia
92,1184,9.92700616258029,35.0,2022-09-28,Maldives
93,1185,9.498368780822185,32.0,2022-06-09,Morocco
93,1186,11.388916962067256,24.0,2022-04-09,Isle of Man
94,1187,11.297334239279897,29.0,2022-03-27,Kuwait
94,1188,10.179013603725611,28.0,2022-12-23,Nigeria
95,1189,7.076193694655457,31.0,2022-09-18,Nepal
95,1190,10.753669786275411,33.0,2022-11-17,Romania
96,1191,6.7674778686545345,30.0,2022-02-28,French Guiana
96,1192,10.423231444488163,27.0,2022-03-25,Antigua and Barbuda
97,1193,9.26916849691805,33.0,2022-01-13,Algeria
97,1194,7.627633239215994,26.0,2022-08-31,Gambia
98,1195,10.611307087379814,21.0,2022-12-17,Botswana
98,1196,8.086146887562712,34.0,2022-07-14,French Southern Territories
99,1197,9.331107649822266,26.0,2022-09-09,Micronesia
99,1198,8.451903607441308,41.0,2022-05-25,Botswana
100,1199,11.079800975646874,25.0,2022-03-16,Belize
100,1200,8.009145761180289,36.0,2022-09-08,Cameroon
101,1201,10.153432496648833,23.0,2022-10-15,Reunion
101,1202,8.871876816680647,41.0,2022-11-27,Sierra Leone
102,1203,9.801242289655338,26.0,2022-11-30,Tunisia
102,1204,11.32144308809401,24.0,2022-10-05,North Macedonia
103,1205,11.6584729281974,23.0,2022-03-27,Mongolia
103,1206,9.937962775496613,36.0,2022-02-04,Taiwan
104,1207,8.892626580128685,41.0,2022-03-25,Namibia
104,1208,7.220180262804824,38.0,2022-12-31,Indonesia
105,1209,9.239421413051334,32.0,2022-02-06,Montserrat
105,1210,10.241362471836839,34.0,2022-09-09,Pitcairn Islands
106,1211,11.345071023579242,24.0,2022-01-16,Malawi
106,1212,9.830205357024978,32.0,2022-06-12,Spain
107,1213,12.264782371877551,30.0,2022-04-22,Greece
107,1214,7.9359055002914145,31.0,2022-07-25,Spain
108,1215,12.179808255666975,33.0,2022-01-28,Senegal
108,1216,7.176328285474442,38.0,2022-08-02,Tanzania
109,1217,8.603610559343972,39.0,2022-12-09,Belize
109,1218,12.594227923928795,28.0,2022-09-18,Sierra Leone
110,1219,10.407007716762513,39.0,2022-11-05,Timor-Leste
110,1220,11.965533571963629,31.0,2022-10-11,Lebanon
111,1221,11.792889995169157,31.0,2022-09-01,Turks and Caicos Islands
111,1222,9.659402754486635,34.0,2022-02-15,Guinea
112,1223,11.636992476209207,29.0,2022-09-18,Sudan
112,1224,13.697515195884545,19.0,2022-03-30,Nicaragua
113,1225,7.988463711801659,38.0,2022-09-24,Switzerland
113,1226,7.334659337341979,34.0,2022-09-15,Antarctica (the territory South of 60 deg S)
114,1227,12.966505189826604,21.0,2022-10-27,Central African Republic
114,1228,9.62905624152833,24.0,2022-12-29,Liechtenstein
115,1229,9.416139925795093,28.0,2022-06-12,Nauru
115,1230,10.365308366893295,28.0,2022-10-07,Holy See (Vatican City State)
116,1231,10.717513463720081,32.0,2022-05-25,Liberia
116,1232,13.828788257526767,23.0,2022-08-01,Anguilla
117,1233,12.864578348243665,26.0,2022-10-30,Saint Barthelemy
117,1234,10.88243298201496,43.0,2022-10-20,Italy
118,1235,12.159803133109781,30.0,2022-09-20,Burundi
118,1236,7.0898185269020235,46.0,2022-04-22,Bosnia and Herzegovina
119,1237,9.05692651410554,33.0,2022-07-19,Luxembourg
119,1238,10.816080036368719,22.0,2022-07-31,Italy
120,1239,14.669798567080523,19.0,2022-03-04,Denmark
120,1240,12.10608336732279,11.0,2022-07-05,Korea
121,1241,9.632900920213197,18.0,2022-07-24,Spain
121,1242,8.719641306071672,30.0,2022-06-18,Belize
122,1243,8.998284173525617,31.0,2022-08-22,Lithuania
122,1244,10.495725975941479,24.0,2022-05-10,Costa Rica
123,1245,12.280724702418265,23.0,2022-06-26,Senegal
123,1246,8.801816758073576,31.0,2022-01-09,Tuvalu
124,1247,9.23505130620498,32.0,2022-08-27,Yemen
124,1248,15.914435534182505,14.0,2022-10-28,Cape Verde
125,1249,10.416329902128044,23.0,2022-08-04,Nigeria
125,1250,4.325135000539497,45.0,2022-01-17,Liberia
126,1251,11.667571886635992,30.0,2022-05-01,Slovakia (Slovak Republic)
126,1252,7.364471471834468,34.0,2022-12-26,Czech Republic
127,1253,4.1077802946340345,50.0,2022-09-18,Mauritius
127,1254,8.352000627637366,33.0,2022-09-20,Kuwait
128,1255,9.784634553902256,33.0,2022-05-12,Holy See (Vatican City State)
128,1256,6.967078805484222,35.0,2022-12-10,Anguilla
129,1257,9.071559855836027,33.0,2022-01-28,Bahrain
129,1258,10.561074801421373,23.0,2022-09-06,Yemen
130,1259,9.081458213538502,28.0,2022-08-14,Pakistan
130,1260,9.962290203897224,31.0,2022-04-26,Guadeloupe
131,1261,7.446200525583464,31.0,2022-09-09,French Polynesia
131,1262,11.000454731402742,17.0,2022-06-05,Philippines
132,1263,7.771568393617048,37.0,2022-11-27,Saint Helena
132,1264,13.411026377537624,20.0,2022-02-01,Sao Tome and Principe
133,1265,12.995600711352763,28.0,2022-10-25,Vietnam
133,1266,10.655224262125259,29.0,2022-06-08,Zimbabwe
134,1267,10.614693443467534,35.0,2022-01-06,Sao Tome and Principe
134,1268,12.397265881838575,28.0,2022-06-27,Latvia
135,1269,10.233554514682432,28.0,2022-09-14,Brunei Darussalam
135,1270,10.401125543101248,38.0,2022-11-16,Kenya
136,1271,10.938118869289989,29.0,2022-07-31,Guam
136,1272,9.252632400491793,32.0,2022-04-07,Cyprus
137,1273,7.451075624645078,32.0,2022-06-11,Bouvet Island (Bouvetoya)
137,1274,13.313553084801116,28.0,2022-04-16,Russian Federation
138,1275,9.712191352636333,37.0,2022-04-18,Syrian Arab Republic
138,1276,11.406859049201046,23.0,2022-01-22,Maldives
139,1277,13.759215058875052,18.0,2022-04-20,Netherlands
139,1278,5.75651647049143,50.0,2022-10-23,India
140,1279,10.45085676255644,25.0,2022-10-21,Isle of Man
140,1280,9.884846167482142,27.0,2022-09-03,Zambia
141,1281,10.765763206848261,22.0,2022-04-05,Ireland
141,1282,10.998553000481126,26.0,2022-10-12,Azerbaijan
142,1283,7.867252060701448,28.0,2022-01-13,Chad
142,1284,10.464189156766846,33.0,2022-05-13,Northern Mariana Islands
143,1285,7.188035298178847,35.0,2022-07-29,Burundi
143,1286,7.14422444996422,37.0,2022-09-14,British Virgin Islands
144,1287,15.52911327450669,16.0,2022-12-29,Cameroon
144,1288,8.599773556795787,28.0,2022-09-19,Azerbaijan
145,1289,10.690756480733508,37.0,2022-08-04,Italy
145,1290,9.606734305661108,33.0,2022-05-24,Guinea-Bissau
146,1291,12.78726966417783,19.0,2022-04-13,Sudan
146,1292,12.028224525753622,15.0,2022-10-02,Guernsey
147,1293,9.592022872045781,29.0,2022-04-29,Mauritania
147,1294,10.820197577600293,23.0,2022-02-22,Malawi
148,1295,10.476441616251174,24.0,2022-07-17,Albania
148,1296,14.43228618660692,21.0,2022-02-15,Grenada
149,1297,6.1276791239561526,34.0,2022-11-14,Belize
149,1298,11.113817801719351,33.0,2022-09-06,Spain
150,1299,10.511966178018438,23.0,2022-02-03,Australia
150,1300,8.079247777459898,41.0,2022-07-27,United Arab Emirates
151,1301,9.01094356515322,30.0,2022-11-15,Sao Tome and Principe
151,1302,4.657348523952629,35.0,2022-06-15,French Southern Territories
152,1303,11.67668471263946,25.0,2022-10-02,Cyprus
152,1304,11.012170549983061,35.0,2022-08-08,Eritrea
153,1305,11.778443289253866,24.0,2022-12-20,Poland
153,1306,11.424320777779267,32.0,2022-05-15,Turkey
154,1307,10.753346477768199,29.0,2022-06-18,Nicaragua
154,1308,10.52254335785788,42.0,2022-04-25,United States of America
155,1309,12.281898168653484,29.0,2022-07-16,Isle of Man
155,1310,10.60352706949422,20.0,2022-04-26,Ukraine
156,1311,8.705865017731112,36.0,2022-12-08,Vietnam
156,1312,9.493354765942351,25.0,2022-02-11,Bahamas
157,1313,10.754647484978763,33.0,2022-11-23,Uruguay
157,1314,7.622182620366418,33.0,2022-01-16,Moldova
158,1315,13.04453522790896,20.0,2022-04-08,Wallis and Futuna
158,1316,9.45112881132825,28.0,2022-05-26,Ukraine
159,1317,9.1748754971651,38.0,2022-04-14,Dominican Republic
159,1318,8.984788057693521,31.0,2022-10-12,Morocco
160,1319,8.381219039726714,38.0,2022-04-06,Reunion
160,1320,11.189080655979376,18.0,2022-08-01,Falkland Islands (Malvinas)
161,1321,12.159612990173867,17.0,2022-11-06,Guyana
161,1322,12.818310985262094,27.0,2022-07-02,Antigua and Barbuda
162,1323,11.123514958265421,26.0,2022-09-21,Ghana
162,1324,11.79622173644903,30.0,2022-07-23,Cote d'Ivoire
163,1325,11.749360756955502,30.0,2022-12-23,Guadeloupe
163,1326,9.09617956870203,28.0,2022-06-17,France
164,1327,6.125716504696916,36.0,2022-01-29,Andorra
164,1328,8.551484379600705,40.0,2022-01-03,Cyprus
165,1329,9.97887026161158,28.0,2022-07-13,Hong Kong
165,1330,9.98285656879555,27.0,2022-02-06,Namibia
166,1331,9.58165027273622,33.0,2022-10-25,Mongolia
166,1332,12.114223709992618,25.0,2022-11-04,Holy See (Vatican City State)
167,1333,12.437055943540752,30.0,2022-04-09,Germany
167,1334,8.60685271316686,33.0,2022-02-14,Angola
168,1335,8.203244442200681,32.0,2022-12-22,Holy See (Vatican City State)
168,1336,6.759438640207975,32.0,2022-10-15,Brunei Darussalam
169,1337,11.326236906304299,30.0,2022-04-25,Macao
169,1338,6.8437669504423555,41.0,2022-04-18,Liechtenstein
170,1339,8.471290265799144,36.0,2022-07-18,Suriname
170,1340,8.392006613688654,33.0,2022-09-15,Lebanon
171,1341,7.0493838012640495,33.0,2022-04-18,Philippines
171,1342,13.846655687015614,22.0,2022-01-16,Montserrat
172,1343,8.156997413932247,35.0,2022-06-28,Tunisia
172,1344,11.298539084009876,21.0,2022-07-11,China
173,1345,12.270975594680596,26.0,2022-08-19,Costa Rica
173,1346,7.09649747580812,27.0,2022-05-08,Cape Verde
174,1347,6.668751022757251,34.0,2022-12-01,Solomon Islands
174,1348,12.529474670638987,32.0,2022-11-10,Chad
175,1349,10.56422213317669,35.0,2022-08-10,Guinea-Bissau
175,1350,9.566774138694845,27.0,2022-07-26,Mayotte
176,1351,13.074539734129297,38.0,2022-03-17,Western Sahara
176,1352,10.28231467389816,36.0,2022-08-07,Kazakhstan
177,1353,9.396882287312552,30.0,2022-11-26,Equatorial Guinea
177,1354,12.268000229069292,26.0,2022-01-23,French Guiana
178,1355,12.297456835387052,21.0,2022-06-05,Zambia
178,1356,10.547816338550314,31.0,2022-04-18,Svalbard & Jan Mayen Islands
179,1357,14.400064910231595,20.0,2022-01-27,Togo
179,1358,11.551793809423451,25.0,2022-03-06,Kyrgyz Republic
180,1359,11.346452548751648,19.0,2022-01-06,El Salvador
180,1360,11.807189591367923,25.0,2022-07-29,Maldives
181,1361,11.644156400608146,30.0,2022-02-13,Algeria
181,1362,9.457193342044407,35.0,2022-12-19,Greenland
182,1363,12.324495194169257,32.0,2022-03-25,Suriname
182,1364,9.231935084523169,34.0,2022-08-30,Saint Kitts and Nevis
183,1365,6.7321781319643605,37.0,2022-11-04,Kyrgyz Republic
183,1366,12.021818520406033,19.0,2022-01-22,Botswana
184,1367,9.737717304638538,34.0,2022-11-23,Sweden
184,1368,10.839939975888072,36.0,2022-10-21,Botswana
185,1369,9.026147556845338,31.0,2022-07-31,Burkina Faso
185,1370,9.047986375765717,38.0,2022-06-30,Australia
186,1371,7.992098380909,33.0,2022-12-19,Spain
186,1372,10.754388131277826,35.0,2022-11-12,Serbia
187,1373,11.620160615734772,28.0,2022-11-14,Mayotte
187,1374,10.247361103094894,27.0,2022-03-04,Germany
188,1375,15.966677404785909,9.0,2022-05-21,Japan
188,1376,9.890548408451686,26.0,2022-03-23,Lesotho
189,1377,13.674058763516548,21.0,2022-07-05,Israel
189,1378,12.098814251038608,31.0,2022-03-25,Heard Island and McDonald Islands
190,1379,8.224559000643062,30.0,2022-05-29,Bahamas
190,1380,10.637066140954195,26.0,2022-08-21,Slovakia (Slovak Republic)
191,1381,13.200407560173986,27.0,2022-07-23,Malta
191,1382,10.965434695671062,25.0,2022-03-13,Uruguay
192,1383,9.728348294796842,31.0,2022-05-22,Netherlands
192,1384,10.014716517814506,30.0,2022-10-21,Western Sahara
193,1385,10.030100411609753,27.0,2022-09-21,Brazil
193,1386,9.338595672781514,27.0,2022-12-30,Faroe Islands
194,1387,15.153339047030284,9.0,2022-12-29,Denmark
194,1388,8.14482008598257,38.0,2022-01-21,Cape Verde
195,1389,10.916849779846942,31.0,2022-10-17,Angola
195,1390,6.99981731436816,32.0,2022-07-21,French Southern Territories
196,1391,10.61884887394477,44.0,2022-09-26,Heard Island and McDonald Islands
196,1392,12.010654756837226,27.0,2022-11-16,Swaziland
197,1393,9.805293604329377,35.0,2022-07-12,Mali
197,1394,10.211780308802213,33.0,2022-08-07,Namibia
198,1395,10.98577410662399,23.0,2022-08-19,Mozambique
198,1396,12.272177663319242,33.0,2022-09-01,Saint Kitts and Nevis
199,1397,6.549270660386262,35.0,2022-06-04,Guernsey
199,1398,10.045899233214536,31.0,2022-12-15,Oman
200,1399,9.269178117500948,30.0,2022-03-13,Brunei Darussalam
200,1400,12.566804843131324,23.0,2022-01-15,Myanmar
201,1401,4.293139962604075,44.0,2022-12-08,Gambia
201,1402,15.874708419398486,23.0,2022-03-19,Afghanistan
202,1403,9.700840525220494,28.0,2022-01-18,Chad
202,1404,7.834886790033279,28.0,2022-02-10,Guatemala
203,1405,8.477072663799945,38.0,2022-03-14,Bahrain
203,1406,13.398126942909595,26.0,2022-08-28,Gabon
204,1407,5.887247065317745,40.0,2022-07-01,Bhutan
204,1408,8.792284620966791,23.0,2022-12-31,South Africa
205,1409,9.657031446517193,29.0,2022-10-25,Turkmenistan
205,1410,9.95827498289811,31.0,2022-10-29,Kuwait
206,1411,6.861744693618407,37.0,2022-07-15,Korea
206,1412,12.327202479364752,15.0,2022-01-25,Burkina Faso
207,1413,9.147963150614197,28.0,2022-03-16,Congo
207,1414,11.120087018841424,31.0,2022-02-11,Sweden
208,1415,13.652437161069168,21.0,2022-06-22,Slovenia
208,1416,10.593776328135256,31.0,2022-03-08,Mauritius
209,1417,11.281596228649548,28.0,2022-11-25,Mauritius
209,1418,9.887782584317188,27.0,2022-10-17,Norfolk Island
210,1419,14.093442681121527,19.0,2022-12-27,Rwanda
210,1420,8.419287845334688,27.0,2022-12-02,Timor-Leste
211,1421,8.61652398933812,31.0,2022-10-18,Sudan
211,1422,8.657916888110332,34.0,2022-06-10,Japan
212,1423,8.807215102714629,25.0,2022-09-22,Nicaragua
212,1424,11.355886421899086,25.0,2022-11-16,United States Virgin Islands
213,1425,10.689066739972075,20.0,2022-09-17,Iceland
213,1426,11.806403252309728,31.0,2022-01-05,Lao People's Democratic Republic
214,1427,8.330375455102148,27.0,2022-08-02,Nepal
214,1428,7.832737803163134,41.0,2022-11-11,Benin
215,1429,12.483480222473299,17.0,2022-10-04,Grenada
215,1430,8.633239361708647,29.0,2022-02-12,Belarus
216,1431,10.386472326136175,29.0,2022-08-17,Liechtenstein
216,1432,7.009765818492408,33.0,2022-12-04,British Virgin Islands
217,1433,7.794627609162385,40.0,2022-02-26,Saint Helena
217,1434,9.206098963201885,28.0,2022-03-02,Italy
218,1435,12.5835736724431,22.0,2022-01-15,Haiti
218,1436,8.80394585559727,34.0,2022-05-19,Estonia
219,1437,11.468254561660205,28.0,2022-10-12,Western Sahara
219,1438,10.895020375711512,17.0,2022-07-14,Ecuador
220,1439,11.936584394935991,20.0,2022-08-14,Hungary
220,1440,8.928585281671104,20.0,2022-12-30,Saudi Arabia
221,1441,9.072518672775557,33.0,2022-03-30,Kazakhstan
221,1442,14.828846304022424,19.0,2022-08-06,Brunei Darussalam
222,1443,9.025534909799648,33.0,2022-12-30,Israel
222,1444,9.209999546667722,22.0,2022-07-14,Chile
223,1445,10.824480455098106,30.0,2022-12-11,Saint Lucia
223,1446,9.020229623682749,35.0,2022-05-29,Cayman Islands
224,1447,9.826514476808217,37.0,2022-12-26,Timor-Leste
224,1448,9.099476231915098,33.0,2022-12-27,Argentina
225,1449,10.881201203844675,31.0,2022-10-19,Suriname
225,1450,8.17736332861509,47.0,2022-10-11,Vietnam
226,1451,8.300319772831646,31.0,2022-02-07,Isle of Man
226,1452,9.485043878012274,27.0,2022-10-23,Sweden
227,1453,11.883499243139994,28.0,2022-08-25,Jersey
227,1454,11.955574134856748,24.0,2022-12-04,Iran
